secondary_study_accession	Sample IDs	run_accession	Date Isolated	scientific_name	experiment_title	study_title	Host Species	Host Variety	Tissue	Age	Stress-disease	Manuscript	High level variety	High level tissue	High level age	High level stress-disease	location	country	Infection Percentage	Fungicide Treatment	left	right	Collector
Bueno-Sancho et al., 2017	14.0001	14_0001	2014/05/21	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Osijek	Croatia	Unknown	Unknown	raw_reads/14_0001/R1.fq.gz	raw_reads/14_0001/R2.fq.gz	Novosevovie
Bueno-Sancho et al., 2017	14.0002	14_0002	2014/06/12	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Tilman	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Tilman	Infected Leaf	Unknown	Yellow Rust	Rokytnice	Czechia	Unknown	Unknown	raw_reads/14_0002/R1.fq.gz	raw_reads/14_0002/R2.fq.gz	Vaclav Sklenar
Bueno-Sancho et al., 2017	14.0004	14_0004	2014/06/16	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Glasgow	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Glasgow	Infected Leaf	Unknown	Yellow Rust	Marchélepot	France	Unknown	Unknown	raw_reads/14_0004/R1.fq.gz	raw_reads/14_0004/R2.fq.gz	J-C Talbourdet
Bueno-Sancho et al., 2017	14.0005	14_0005	2014/06/16	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Trapez	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Trapez	Infected Leaf	Unknown	Yellow Rust	Marchélepot	France	Unknown	Unknown	raw_reads/14_0005/R1.fq.gz	raw_reads/14_0005/R2.fq.gz	J-C Talbourdet
Bueno-Sancho et al., 2017	14.0006	14_0006	2014/06/16	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Bergamo	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Bergamo	Infected Leaf	Unknown	Yellow Rust	Marchélepot	France	Unknown	Unknown	raw_reads/14_0006/R1.fq.gz	raw_reads/14_0006/R2.fq.gz	J-C Talbourdet
Bueno-Sancho et al., 2017	14.0007	14_0007	2014/06/10	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Trapez	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Trapez	Infected Leaf	Unknown	Yellow Rust	Vauroisy	France	Unknown	Unknown	raw_reads/14_0007/R1.fq.gz	raw_reads/14_0007/R2.fq.gz	Briard
Bueno-Sancho et al., 2017	14.0008	14_0008	2014/05/19	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Sax	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Sax	Infected Leaf	Unknown	Yellow Rust	Groß Enzersdorf	Austria	Unknown	Unknown	raw_reads/14_0008/R1.fq.gz	raw_reads/14_0008/R2.fq.gz	Susanne Kirchmaier
Bueno-Sancho et al., 2017	14.0009	14_0009	2014/05/22	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Sax	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Sax	Infected Leaf	Unknown	Yellow Rust	Gießhübl	Austria	Unknown	Unknown	raw_reads/14_0009/R1.fq.gz	raw_reads/14_0009/R2.fq.gz	Susanne Kirchmaier
Bueno-Sancho et al., 2017	14.0010	14_0010	2014/05/22	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Choryn	Poland	Unknown	Unknown	raw_reads/14_0010/R1.fq.gz	raw_reads/14_0010/R2.fq.gz	Zofia Banaszak
Bueno-Sancho et al., 2017	14.0011	14_0011	2014/05/13	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Unknown	Croatia	Unknown	Unknown	raw_reads/14_0011/R1.fq.gz	raw_reads/14_0011/R2.fq.gz	Alison Bentley
Bueno-Sancho et al., 2017	14.0014	14_0014	2014/06/04	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Altigo	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Altigo	Infected Leaf	Unknown	Yellow Rust	Gourhel	France	Unknown	Unknown	raw_reads/14_0014/R1.fq.gz	raw_reads/14_0014/R2.fq.gz	Grellier
Bueno-Sancho et al., 2017	14.0015	14_0015	2014/06/04	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Expert	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Expert	Infected Leaf	Unknown	Yellow Rust	Guégon	France	Unknown	Unknown	raw_reads/14_0015/R1.fq.gz	raw_reads/14_0015/R2.fq.gz	Grellier
Bueno-Sancho et al., 2017	14.0016	14_0016	2014/06/04	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Alixan	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Alixan	Infected Leaf	Unknown	Yellow Rust	Loyat	France	Unknown	Unknown	raw_reads/14_0016/R1.fq.gz	raw_reads/14_0016/R2.fq.gz	Grellier
Bueno-Sancho et al., 2017	14.0017	14_0017	2014/02/21	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Victo	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Victo	Infected Leaf	Unknown	Yellow Rust	Sutton Scotney	UK	Unknown	Unknown	raw_reads/14_0017/R1.fq.gz	raw_reads/14_0017/R2.fq.gz	Amelia Hubbard
Bueno-Sancho et al., 2017	14.0018	14_0018	2014/02/21	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Oakley	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Oakley	Infected Leaf	Unknown	Yellow Rust	Sutton Scotney	UK	Unknown	Unknown	raw_reads/14_0018/R1.fq.gz	raw_reads/14_0018/R2.fq.gz	Amelia Hubbard
Bueno-Sancho et al., 2017	14.0019	14_0019	2014/03/07	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Panorama	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Panorama	Infected Leaf	Unknown	Yellow Rust	UK	UK	Unknown	Unknown	raw_reads/14_0019/R1.fq.gz	raw_reads/14_0019/R2.fq.gz	Amelia Hubbard
Bueno-Sancho et al., 2017	14.0020	14_0020	2014/03/07	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	KWS Target	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	KWS Target	Infected Leaf	Unknown	Yellow Rust	UK	UK	Unknown	Unknown	raw_reads/14_0020/R1.fq.gz	raw_reads/14_0020/R2.fq.gz	Amelia Hubbard
Bueno-Sancho et al., 2017	14.0021	14_0021	2014/03/18	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	UK	UK	Unknown	Unknown	raw_reads/14_0021/R1.fq.gz	raw_reads/14_0021/R2.fq.gz	Amelia Hubbard
Bueno-Sancho et al., 2017	14.0023	14_0023	2014	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Cocoon	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Cocoon	Infected Leaf	Unknown	Yellow Rust	UK	UK	Unknown	Unknown	raw_reads/14_0023/R1.fq.gz	raw_reads/14_0023/R2.fq.gz	Amelia Hubbard
Bueno-Sancho et al., 2017	14.0024	14_0024	2014/06/05	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Kobra	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Kobra	Infected Leaf	Unknown	Yellow Rust	Gurcz	Poland	Unknown	Unknown	raw_reads/14_0024/R1.fq.gz	raw_reads/14_0024/R2.fq.gz	Marcin Lanski
Bueno-Sancho et al., 2017	14.0025	14_0025	2014/06/05	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Arkadia	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Arkadia	Infected Leaf	Unknown	Yellow Rust	Gurcz	Poland	Unknown	Unknown	raw_reads/14_0025/R1.fq.gz	raw_reads/14_0025/R2.fq.gz	Marcin Lanski
Bueno-Sancho et al., 2017	14.0026	14_0026	2014/06/06	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Legenda	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Legenda	Infected Leaf	Unknown	Yellow Rust	Jarosławiec	Poland	Unknown	Unknown	raw_reads/14_0026/R1.fq.gz	raw_reads/14_0026/R2.fq.gz	Szymon Łączny
Bueno-Sancho et al., 2017	14.0027	14_0027	2014/06/06	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Princeps	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Princeps	Infected Leaf	Unknown	Yellow Rust	Jarosławiec	Poland	Unknown	Unknown	raw_reads/14_0027/R1.fq.gz	raw_reads/14_0027/R2.fq.gz	Szymon Łączny
Bueno-Sancho et al., 2017	14.0029	14_0029	2014/05/16	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Kulumsa	Ethiopia	Unknown	Unknown	raw_reads/14_0029/R1.fq.gz	raw_reads/14_0029/R2.fq.gz	David Hodson
Bueno-Sancho et al., 2017	14.0030	14_0030	2014/05/16	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Kulumsa	Ethiopia	Unknown	Unknown	raw_reads/14_0030/R1.fq.gz	raw_reads/14_0030/R2.fq.gz	David Hodson
Bueno-Sancho et al., 2017	14.0035	14_0035	2014/06/10	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Akteur	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Akteur	Infected Leaf	Unknown	Yellow Rust	Moselsürsch	Germany	Unknown	Unknown	raw_reads/14_0035/R1.fq.gz	raw_reads/14_0035/R2.fq.gz	Jochen Prochnow
Bueno-Sancho et al., 2017	14.0036	14_0036	2014/06/13	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	JB Asano	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	JB Asano	Infected Leaf	Unknown	Yellow Rust	Etzdorf	Germany	Unknown	Unknown	raw_reads/14_0036/R1.fq.gz	raw_reads/14_0036/R2.fq.gz	Jochen Prochnow
Bueno-Sancho et al., 2017	14.0037	14_0037	2014/06/13	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Kometus	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Kometus	Infected Leaf	Unknown	Yellow Rust	Etzdorf	Germany	Unknown	Unknown	raw_reads/14_0037/R1.fq.gz	raw_reads/14_0037/R2.fq.gz	Jochen Prochnow
Bueno-Sancho et al., 2017	14.0039	14_0039	2014/06/16	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Opal	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Opal	Infected Leaf	Unknown	Yellow Rust	Hingste	Germany	Unknown	Unknown	raw_reads/14_0039/R1.fq.gz	raw_reads/14_0039/R2.fq.gz	Jochen Prochnow
Bueno-Sancho et al., 2017	14.0040	14_0040	2014/06/16	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Akteur	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Akteur	Infected Leaf	Unknown	Yellow Rust	Hingste	Germany	Unknown	Unknown	raw_reads/14_0040/R1.fq.gz	raw_reads/14_0040/R2.fq.gz	Jochen Prochnow
Bueno-Sancho et al., 2017	14.0041	14_0041	2014/06/16	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Contur	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Contur	Infected Leaf	Unknown	Yellow Rust	Hingste	Germany	Unknown	Unknown	raw_reads/14_0041/R1.fq.gz	raw_reads/14_0041/R2.fq.gz	Jochen Prochnow
Bueno-Sancho et al., 2017	14.0042	14_0042	2014/06/17	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	KWS Loft	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	KWS Loft	Infected Leaf	Unknown	Yellow Rust	Dunau	Germany	Unknown	Unknown	raw_reads/14_0042/R1.fq.gz	raw_reads/14_0042/R2.fq.gz	Jochen Prochnow
Bueno-Sancho et al., 2017	14.0043	14_0043	2014/06/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	JB Asano	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	JB Asano	Infected Leaf	Unknown	Yellow Rust	Grucking	Germany	Unknown	Unknown	raw_reads/14_0043/R1.fq.gz	raw_reads/14_0043/R2.fq.gz	Jochen Prochnow
Bueno-Sancho et al., 2017	14.0044	14_0044	2014/06/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Akteur	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Akteur	Infected Leaf	Unknown	Yellow Rust	Kirchmatting	Germany	Unknown	Unknown	raw_reads/14_0044/R1.fq.gz	raw_reads/14_0044/R2.fq.gz	Jochen Prochnow
Bueno-Sancho et al., 2017	14.0046	14_0046	2014/06/25	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Hysun	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Hysun	Infected Leaf	Unknown	Yellow Rust	La Corbillière	France	Unknown	Unknown	raw_reads/14_0046/R1.fq.gz	raw_reads/14_0046/R2.fq.gz	Hamon
Bueno-Sancho et al., 2017	14.0047	14_0047	2014/06/25	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Karur	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Karur	Infected Leaf	Unknown	Yellow Rust	La Corbillière	France	Unknown	Unknown	raw_reads/14_0047/R1.fq.gz	raw_reads/14_0047/R2.fq.gz	Hamon
Bueno-Sancho et al., 2017	14.0059	14_0059	2014/06/19	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Perenial Grass	Unknown	Infected Leaf	Grain Filling	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Grain Filling	Yellow Rust	Olomouc	Czechia	Unknown	Unknown	raw_reads/14_0059/R1.fq.gz	raw_reads/14_0059/R2.fq.gz	Ruth Bryant
Bueno-Sancho et al., 2017	14.0060	14_0060	2014/06/19	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Unknown	Infected Leaf	Grain Filling	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Grain Filling	Yellow Rust	Olomouc	Czechia	Unknown	Unknown	raw_reads/14_0060/R1.fq.gz	raw_reads/14_0060/R2.fq.gz	Ruth Bryant
Bueno-Sancho et al., 2017	14.0061	14_0061	2014/06/19	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Unknown	Infected Leaf	Grain Filling	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Grain Filling	Yellow Rust	Olomouc	Czechia	Unknown	Unknown	raw_reads/14_0061/R1.fq.gz	raw_reads/14_0061/R2.fq.gz	Ruth Bryant
Bueno-Sancho et al., 2017	14.0062	14_0062	2014/06/23	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticale	Unknown	Infected Leaf	Grain Filling	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Grain Filling	Yellow Rust	Druelle	France	Unknown	Unknown	raw_reads/14_0062/R1.fq.gz	raw_reads/14_0062/R2.fq.gz	Ruth Bryant
Bueno-Sancho et al., 2017	14.0069	14_0069	2014/06/11	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Enola	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Enola	Infected Leaf	Unknown	Yellow Rust	Novi Han	Bulgaria	Unknown	Unknown	raw_reads/14_0069/R1.fq.gz	raw_reads/14_0069/R2.fq.gz	Todor Manslov
Bueno-Sancho et al., 2017	14.0072	14_0072	2014/07/03	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Trigo CAMARGO	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Trigo CAMARGO	Infected Leaf	Unknown	Yellow Rust	Garínoain	Spain	Unknown	Unknown	raw_reads/14_0072/R1.fq.gz	raw_reads/14_0072/R2.fq.gz	Pedro Liberol
Bueno-Sancho et al., 2017	14.0076	14_0076	2014/05/21	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Massari	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Massari	Infected Leaf	Unknown	Yellow Rust	Ozzano	Italy	Unknown	Unknown	raw_reads/14_0076/R1.fq.gz	raw_reads/14_0076/R2.fq.gz	A. Resweber
Bueno-Sancho et al., 2017	14.0077	14_0077	2014/05/21	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Irenerio	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Irenerio	Infected Leaf	Unknown	Yellow Rust	Conselice	Italy	Unknown	Unknown	raw_reads/14_0077/R1.fq.gz	raw_reads/14_0077/R2.fq.gz	A. Resweber
Bueno-Sancho et al., 2017	14.0078	14_0078	2014/06/04	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Victo	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Victo	Infected Leaf	Unknown	Yellow Rust	Ruchheim	Germany	Unknown	Unknown	raw_reads/14_0078/R1.fq.gz	raw_reads/14_0078/R2.fq.gz	A. Resweber
Bueno-Sancho et al., 2017	14.0079	14_0079	2014/06/17	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Böhl Bauch 10	Germany	Unknown	Unknown	raw_reads/14_0079/R1.fq.gz	raw_reads/14_0079/R2.fq.gz	A. Resweber
Bueno-Sancho et al., 2017	14.0080	14_0080	2014/06/17	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Victo	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Victo	Infected Leaf	Unknown	Yellow Rust	Ruchheim	Germany	Unknown	Unknown	raw_reads/14_0080/R1.fq.gz	raw_reads/14_0080/R2.fq.gz	A. Resweber
Bueno-Sancho et al., 2017	14.0081	14_0081	2014/05/13	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	JB Asano	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	JB Asano	Infected Leaf	Unknown	Yellow Rust	Gommershoven	Germany	Unknown	Unknown	raw_reads/14_0081/R1.fq.gz	raw_reads/14_0081/R2.fq.gz	Prochnow
Bueno-Sancho et al., 2017	14.0084	14_0084	2014/05/28	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Kometus	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Kometus	Infected Leaf	Unknown	Yellow Rust	Groitzsch	Germany	Unknown	Unknown	raw_reads/14_0084/R1.fq.gz	raw_reads/14_0084/R2.fq.gz	Prochnow
Bueno-Sancho et al., 2017	14.0085	14_0085	2014/06/03	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Akteur	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Akteur	Infected Leaf	Unknown	Yellow Rust	Groitzsch	Germany	Unknown	Unknown	raw_reads/14_0085/R1.fq.gz	raw_reads/14_0085/R2.fq.gz	Prochnow
Bueno-Sancho et al., 2017	14.0086	14_0086	2014/06/03	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Ritmo	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Ritmo	Infected Leaf	Unknown	Yellow Rust	Weißensee	Germany	Unknown	Unknown	raw_reads/14_0086/R1.fq.gz	raw_reads/14_0086/R2.fq.gz	Prochnow
Bueno-Sancho et al., 2017	14.0087	14_0087	2014/06/03	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	JB Asano	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	JB Asano	Infected Leaf	Unknown	Yellow Rust	Weißensee	Germany	Unknown	Unknown	raw_reads/14_0087/R1.fq.gz	raw_reads/14_0087/R2.fq.gz	Prochnow
Bueno-Sancho et al., 2017	14.0088	14_0088	2014/06/03	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Akteur	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Akteur	Infected Leaf	Unknown	Yellow Rust	Weißensee	Germany	Unknown	Unknown	raw_reads/14_0088/R1.fq.gz	raw_reads/14_0088/R2.fq.gz	Prochnow
Bueno-Sancho et al., 2017	14.0089	14_0089	2014/06/04	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Kometus	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Kometus	Infected Leaf	Unknown	Yellow Rust	Tachenhausen	Germany	Unknown	Unknown	raw_reads/14_0089/R1.fq.gz	raw_reads/14_0089/R2.fq.gz	Prochnow
Bueno-Sancho et al., 2017	14.0090	14_0090	2014/06/05	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Hermann	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Hermann	Infected Leaf	Unknown	Yellow Rust	Hüttendorf	Germany	Unknown	Unknown	raw_reads/14_0090/R1.fq.gz	raw_reads/14_0090/R2.fq.gz	Prochnow
Bueno-Sancho et al., 2017	14.0091	14_0091	2014/06/05	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Kometus	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Kometus	Infected Leaf	Unknown	Yellow Rust	Hüttendorf	Germany	Unknown	Unknown	raw_reads/14_0091/R1.fq.gz	raw_reads/14_0091/R2.fq.gz	Prochnow
Bueno-Sancho et al., 2017	14.0092	14_0092	2014/05/26	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Vígľaš-Pstruša	Slovakia	Unknown	Unknown	raw_reads/14_0092/R1.fq.gz	raw_reads/14_0092/R2.fq.gz	Andrea Hanková
Bueno-Sancho et al., 2017	14.0093	14_0093	2014/05/26	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Unknown	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Unknown	Infected Leaf	Unknown	Yellow Rust	Vígľaš-Pstruša	Slovakia	Unknown	Unknown	raw_reads/14_0093/R1.fq.gz	raw_reads/14_0093/R2.fq.gz	Andrea Hanková
Bueno-Sancho et al., 2017	14.0094	14_0094	2014/06/03	Puccinia Striiformis f. sp. Tritici	Bueno-Sancho et al., 2017	Bueno-Sancho et al., 2017	Triticum aestivum	Rosario	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1093/gbe/evx241	Rosario	Infected Leaf	Unknown	Yellow Rust	Nangis	France	Unknown	Unknown	raw_reads/14_0094/R1.fq.gz	raw_reads/14_0094/R2.fq.gz	Bazelaine
