secondary_study_accession	Sample IDs	run_accession	Date Isolated	scientific_name	experiment_title	study_title	Host Species	Host Variety	Tissue	Age	Stress-disease	Manuscript	High level variety	High level tissue	High level age	High level stress-disease	location	country	Infection Percentage	Fungicide Treatment	left	right	Collector
Radhakrishnan et al., 2019	17.0519	17_0519	2017/10/13	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Wilting Woreda	Ethiopia	Unknown	Unknown	raw_reads/17_0519/R1.fq.gz	raw_reads/17_0519/R2.fq.gz	David, gebre and yoseph
Radhakrishnan et al., 2019	17.0520	17_0520	2017/10/15	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Bolo	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Bolo	Infected Leaf	Unknown	Yellow Rust	Arsi Robe	Ethiopia	Unknown	Unknown	raw_reads/17_0520/R1.fq.gz	raw_reads/17_0520/R2.fq.gz	Fikirte Yirga
Radhakrishnan et al., 2019	17.0521	17_0521	2017/10/15	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	KBG-01	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	KBG-01	Infected Leaf	Unknown	Yellow Rust	Arsi Robe	Ethiopia	Unknown	Unknown	raw_reads/17_0521/R1.fq.gz	raw_reads/17_0521/R2.fq.gz	Fikirte Yirga
Radhakrishnan et al., 2019	17.0523	17_0523	2017/10/15	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Kubsa	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Kubsa	Infected Leaf	Unknown	Yellow Rust	Bilalo	Ethiopia	Unknown	Unknown	raw_reads/17_0523/R1.fq.gz	raw_reads/17_0523/R2.fq.gz	Fikirte Yirga
Radhakrishnan et al., 2019	17.0525	17_0525	2017/10/17	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	ET13 A3	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	ET13 A3	Infected Leaf	Unknown	Yellow Rust	Aleltu Fiche Gelila	Ethiopia	Unknown	Unknown	raw_reads/17_0525/R1.fq.gz	raw_reads/17_0525/R2.fq.gz	Fikirte, tsega and yoseph
Radhakrishnan et al., 2019	17.0528	17_0528	2017/10/17	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Dandaa	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Dandaa	Infected Leaf	Unknown	Yellow Rust	Aleltu Chole Shenkole	Ethiopia	Unknown	Unknown	raw_reads/17_0528/R1.fq.gz	raw_reads/17_0528/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	17.0532	17_0532	2017/10/18	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Hidase	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Hidase	Infected Leaf	Unknown	Yellow Rust	Ch'aso	Ethiopia	Unknown	Unknown	raw_reads/17_0532/R1.fq.gz	raw_reads/17_0532/R2.fq.gz	Fikirte, tsega and yoseph
Radhakrishnan et al., 2019	17.0548	17_0548	2017/10/23	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Lay Gayint 08 Wuha Midir	Ethiopia	Unknown	Unknown	raw_reads/17_0548/R1.fq.gz	raw_reads/17_0548/R2.fq.gz	Fikirte, tsega and yoseph
Radhakrishnan et al., 2019	17.0549	17_0549	2017/10/23	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticale	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Lay Gayint Kebele 07	Ethiopia	Unknown	Unknown	raw_reads/17_0549/R1.fq.gz	raw_reads/17_0549/R2.fq.gz	Fikirte, Tsega-ab and yoseph
Radhakrishnan et al., 2019	17.0553	17_0553	2017/10/24	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Digalu	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Digalu	Infected Leaf	Unknown	Yellow Rust	Absila	Ethiopia	Unknown	Unknown	raw_reads/17_0553/R1.fq.gz	raw_reads/17_0553/R2.fq.gz	Fikirte, Tsega-ab and yoseph
Radhakrishnan et al., 2019	17.0557	17_0557	2017/10/25	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Dashen	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Dashen	Infected Leaf	Unknown	Yellow Rust	Kuyu Liben Kura	Ethiopia	Unknown	Unknown	raw_reads/17_0557/R1.fq.gz	raw_reads/17_0557/R2.fq.gz	Fikirte, Tsega-ab and yoseph
Radhakrishnan et al., 2019	17.05585	17_05585	2017/10/26	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Millenium	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Millenium	Infected Leaf	Unknown	Yellow Rust	Arsi Robe	Ethiopia	Unknown	Unknown	raw_reads/17_05585/R1.fq.gz	raw_reads/17_05585/R2.fq.gz	Fikirte Yirga
Radhakrishnan et al., 2019	17.0559	17_0559	2017/11/08	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Madda Walabu	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Madda Walabu	Infected Leaf	Unknown	Yellow Rust	Dinsho Abakera Zalo	Ethiopia	Unknown	Unknown	raw_reads/17_0559/R1.fq.gz	raw_reads/17_0559/R2.fq.gz	David, Ayele and Yoseph
Radhakrishnan et al., 2019	17.0562	17_0562	2017/11/08	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum dicoccon	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Sinana Kabira Shaya	Ethiopia	Unknown	Unknown	raw_reads/17_0562/R1.fq.gz	raw_reads/17_0562/R2.fq.gz	David, Ayele and Yoseph
Radhakrishnan et al., 2019	17.0563	17_0563	2017/11/08	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Sofumer	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Sofumer	Infected Leaf	Unknown	Yellow Rust	Sinana Kabira	Ethiopia	Unknown	Unknown	raw_reads/17_0563/R1.fq.gz	raw_reads/17_0563/R2.fq.gz	David, Ayele and Yoseph
Radhakrishnan et al., 2019	17.0564	17_0564	2017/11/09	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Sofumer	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Sofumer	Infected Leaf	Unknown	Yellow Rust	Sinana Kabira	Ethiopia	Unknown	Unknown	raw_reads/17_0564/R1.fq.gz	raw_reads/17_0564/R2.fq.gz	David, Ayele and Yoseph
Radhakrishnan et al., 2019	17.0565	17_0565	2017/11/10	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Sofumer	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Sofumer	Infected Leaf	Unknown	Yellow Rust	Sinana Kabira	Ethiopia	Unknown	Unknown	raw_reads/17_0565/R1.fq.gz	raw_reads/17_0565/R2.fq.gz	David, Ayele and Yoseph
Radhakrishnan et al., 2019	17.0567	17_0567	2017/11/09	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Selka	Ethiopia	Unknown	Unknown	raw_reads/17_0567/R1.fq.gz	raw_reads/17_0567/R2.fq.gz	David, Ayele and Yoseph
Radhakrishnan et al., 2019	17.0569	17_0569	2017/11/09	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Kasuku	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Kasuku	Infected Leaf	Unknown	Yellow Rust	Sinana RS	Ethiopia	Unknown	Unknown	raw_reads/17_0569/R1.fq.gz	raw_reads/17_0569/R2.fq.gz	David, Ayele and Yoseph
Radhakrishnan et al., 2019	17.0570	17_0570	2017/11/09	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum durum	Bulala	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Bulala (Triticale)	Infected Leaf	Unknown	Yellow Rust	Sinana RS	Ethiopia	Unknown	Unknown	raw_reads/17_0570/R1.fq.gz	raw_reads/17_0570/R2.fq.gz	David, Ayele and Yoseph
Radhakrishnan et al., 2019	17.0571	17_0571	2017/11/09	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Sinana RS	Ethiopia	Unknown	Unknown	raw_reads/17_0571/R1.fq.gz	raw_reads/17_0571/R2.fq.gz	David, Ayele and Yoseph
Radhakrishnan et al., 2019	17.0593	17_0593	2017/07/27	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Wane	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Wane	Infected Leaf	Unknown	Yellow Rust	Arsi Robe	Ethiopia	Unknown	Unknown	raw_reads/17_0593/R1.fq.gz	raw_reads/17_0593/R2.fq.gz	Kulumsa
Radhakrishnan et al., 2019	17.0595	17_0595	2017/08/29	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	K62954A	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	K62954A	Infected Leaf	Unknown	Yellow Rust	Assasa	Ethiopia	Unknown	Unknown	raw_reads/17_0595/R1.fq.gz	raw_reads/17_0595/R2.fq.gz	Kulumsa
Radhakrishnan et al., 2019	17.0600	17_0600	2017/09/07	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Galema	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Galema	Infected Leaf	Unknown	Yellow Rust	Meraro	Ethiopia	Unknown	Unknown	raw_reads/17_0600/R1.fq.gz	raw_reads/17_0600/R2.fq.gz	Kulumsa
Radhakrishnan et al., 2019	17.0602	17_0602	2017/09/07	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Lemu	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Lemu	Infected Leaf	Unknown	Yellow Rust	Meraro	Ethiopia	Unknown	Unknown	raw_reads/17_0602/R1.fq.gz	raw_reads/17_0602/R2.fq.gz	Kulumsa
Radhakrishnan et al., 2019	17.0611	17_0611	2017/12/01	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Sinana	Ethiopia	Unknown	Unknown	raw_reads/17_0611/R1.fq.gz	raw_reads/17_0611/R2.fq.gz	David Hodson
Radhakrishnan et al., 2019	17.0612	17_0612	2017/12/01	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Sinana	Ethiopia	Unknown	Unknown	raw_reads/17_0612/R1.fq.gz	raw_reads/17_0612/R2.fq.gz	David Hodson
Radhakrishnan et al., 2019	17.0613	17_0613	2017/12/01	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Sinana	Ethiopia	Unknown	Unknown	raw_reads/17_0613/R1.fq.gz	raw_reads/17_0613/R2.fq.gz	David Hodson
Radhakrishnan et al., 2019	17.0614	17_0614	2017/12/01	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Sinana	Ethiopia	Unknown	Unknown	raw_reads/17_0614/R1.fq.gz	raw_reads/17_0614/R2.fq.gz	David Hodson
Radhakrishnan et al., 2019	17.0615	17_0615	2017/12/01	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Sinana	Ethiopia	Unknown	Unknown	raw_reads/17_0615/R1.fq.gz	raw_reads/17_0615/R2.fq.gz	David Hodson
Radhakrishnan et al., 2019	16.0551	16_0551	2016/04/04	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Heading	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Heading	Yellow Rust	Woodland, California	USA	60	Unknown	raw_reads/16_0551/R1.fq.gz	raw_reads/16_0551/R2.fq.gz	Xianming Chen
Radhakrishnan et al., 2019	16.0554	16_0554	2016/05/27	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Seedway	Infected Leaf	Heading	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Seedway	Infected Leaf	Heading	Yellow Rust	Weedsport, New York	USA	80	Unknown	raw_reads/16_0554/R1.fq.gz	raw_reads/16_0554/R2.fq.gz	Xianming Chen
Radhakrishnan et al., 2019	16.0555	16_0555	2016/05/23	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	K505hw14	Infected Leaf	Feekes 10.2	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	K505hw14	Infected Leaf	Feekes 10.2	Yellow Rust	Lansing/Mason, Michigan	USA	60	Unknown	raw_reads/16_0555/R1.fq.gz	raw_reads/16_0555/R2.fq.gz	Xianming Chen
Radhakrishnan et al., 2019	16.0772	16_0772	2016/10/18	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	GS 71-77	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	GS 71-77	Yellow Rust	Napier	South Africa	50-75	None	raw_reads/16_0772/R1.fq.gz	raw_reads/16_0772/R2.fq.gz	Driecus Lesch
Radhakrishnan et al., 2019	16.0782	16_0782	2016/11/26	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Nanhu Zhuanglang Pingliang	China	Unknown	Unknown	raw_reads/16_0782/R1.fq.gz	raw_reads/16_0782/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	16.0787	16_0787	2016/11/26	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Nanhu Zhuanglang Pingliang	China	Unknown	Unknown	raw_reads/16_0787/R1.fq.gz	raw_reads/16_0787/R2.fq.gz	Unknown
Radhakrishnan et al., 2019	16.0788	16_0788	2016/11/27	Puccinia Striiformis f. sp. Tritici	Radhakrishnan et al., 2019	Radhakrishnan et al., 2019	Triticum aestivum	Unknown	Infected Leaf	Unknown	Yellow Rust	https://doi.org/10.1186/s12915-019-0684-y	Unknown	Infected Leaf	Unknown	Yellow Rust	Pingnan Qinzhou Tianshui	China	Unknown	Unknown	raw_reads/16_0788/R1.fq.gz	raw_reads/16_0788/R2.fq.gz	Unknown
